"","0","1","2","3","4"
"10002","4001592","山梨県","甲府市","下曽根町","1070-3"
"10003","4001593","山梨県","甲府市","下曽根町","3440-1"
"10004","4001594","山梨県","中央市","大鳥居","3866番地"
"10005","4001597","山梨県","中央市","高部","1921-5"
"10006","4001598","山梨県","甲府市","下曽根町","3402-3"
"10007","4008501","山梨県","甲府市","丸の内","1丁目6-1"
"10008","4008502","山梨県","甲府市","丸の内","2丁目17-6"
"10009","4008505","山梨県","甲府市","北口","2丁目6-10"
"10010","4008506","山梨県","甲府市","富士見","1丁目1-1"
"10011","4008508","山梨県","甲府市","横根町","888"
"10012","4008509","山梨県","甲府市","富士見","1丁目4番24号"
"10013","4008510","山梨県","甲府市","武田","4丁目4-37"
"10014","4008511","山梨県","甲府市","武田","4丁目3-11"
"10015","4008512","山梨県","甲府市","相生","2丁目2-17"
"10016","4008515","山梨県","甲府市","北口","2丁目6-10"
"10017","4008520","山梨県","甲府市","丸の内","1丁目1番18号甲府合同庁舎"
"10018","4008521","山梨県","甲府市","湯村","3丁目2-30"
"10019","4008525","山梨県","甲府市","北口","2丁目6-10"
"10020","4008531","山梨県","甲府市","丸の内","1丁目17-10東武穴水ビル8階"
"10021","4008533","山梨県","甲府市","天神町","11-35"
"10022","4008535","山梨県","甲府市","北口","2丁目6-10"
"10023","4008536","山梨県","甲府市","丸の内","2丁目31-3NTT山梨ビル"
"10024","4008540","山梨県","甲府市","国母","1丁目17-21"
"10025","4008543","山梨県","甲府市","太田町","9-1"
"10026","4008544","山梨県","甲府市","丸の内","3丁目32-12甲府ニッセイスカイビル6F"
"10027","4008545","山梨県","甲府市","北口","2丁目6-10"
"10028","4008550","山梨県","甲府市","川田町","アリア105"
"10029","4008552","山梨県","甲府市","丸の内","1-1-20"
"10030","4008555","山梨県","甲府市","横根町","888"
"10031","4008556","山梨県","甲府市","中央","1丁目11-8"
"10032","4008558","山梨県","甲府市","高室町","155"
"10033","4008559","山梨県","甲府市","丸の内","3丁目32-12甲府ニッセイスカイビル"
"10034","4008565","山梨県","甲府市","塩部","1丁目3-12"
"10035","4008566","山梨県","甲府市","国母","6丁目2-38"
"10036","4008570","山梨県","甲府市","湯田","2丁目13-1"
"10037","4008571","山梨県","甲府市","丸の内","3丁目32番11号住友生命甲府丸の内ビル3階"
"10038","4008575","山梨県","甲府市","酒折","2丁目4-5"
"10039","4008577","山梨県","甲府市","丸の内","1丁目1-11"
"10040","4008578","山梨県","甲府市","緑が丘","1丁目10-1"
"10041","4008585","山梨県","甲府市","丸の内","1丁目18-1"
"10042","4008586","山梨県","甲府市","丸の内","1丁目6-1"
"10043","4008588","山梨県","甲府市","飯田","4丁目10番27号"
"10044","4008601","山梨県","甲府市","丸の内","1丁目20-8(甲府中央郵便局私書箱第1号)"
"10045","4008610","山梨県","甲府市","丸の内","3丁目32-12(甲府中央郵便局私書箱第44号)"
"10046","4008633","山梨県","甲府市","中央","1丁目6-16(甲府中央郵便局私書箱第38号)"
"10047","4008666","山梨県","甲府市","幸町","9-30(甲府中央郵便局私書箱第77号)"
"10048","4008794","山梨県","甲府市","北口","1丁目5-17"
"10049","4010292","山梨県","上野原市","秋山","7131"
"10050","4010380","山梨県","南都留郡富士河口湖町","小立","7187"
"10051","4010395","山梨県","南都留郡富士河口湖町","船津","6663-2"
"10052","4010396","山梨県","南都留郡富士河口湖町","船津","3633-1"
"10053","4010397","山梨県","南都留郡鳴沢村","","8532-28"
"10054","4010398","山梨県","南都留郡鳴沢村","","1575"
"10055","4010592","山梨県","南都留郡忍野村","忍草","1514"
"10056","4010595","山梨県","南都留郡山中湖村","山中","237-1"
"10057","4010597","山梨県","南都留郡忍野村","忍草","3580"
"10058","4018501","山梨県","大月市","大月町花咲","1602-1"
"10059","4018601","山梨県","大月市","大月","2丁目6-20(大月郵便局私書箱第3号)"
"10060","4028501","山梨県","都留市","上谷","1丁目1-1"
"10061","4028555","山梨県","都留市","田原","3丁目8-1"
"10062","4028580","山梨県","都留市","四日市場","909-2"
"10063","4038522","山梨県","富士吉田市","上吉田","6283"
"10064","4038555","山梨県","富士吉田市","下吉田","1048"
"10065","4038601","山梨県","富士吉田市","下吉田","6-1-1(富士吉田郵便局私書箱第4号)"
"10066","4048501","山梨県","甲州市","塩山上於曽","1040"
"10067","4048601","山梨県","甲州市","塩山上塩後","1239-1"
"10068","4058501","山梨県","山梨市","小原西","955"
"10069","4058555","山梨県","笛吹市","一宮町末木","807-6"
"10070","4058577","山梨県","笛吹市","一宮町市之蔵","707"
"10071","4058585","山梨県","山梨市","上神内川","738"
"10072","4068505","山梨県","笛吹市","春日居町寺本","136"
"10073","4068510","山梨県","笛吹市","石和町市部","777"
"10074","4068555","山梨県","笛吹市","八代町南","917"
"10075","4068558","山梨県","笛吹市","石和町唐柏","1000-4"
"10076","4068601","山梨県","笛吹市","石和町広瀬","785東八代合同庁舎内"
"10077","4070192","山梨県","韮崎市","穂坂町三ツ澤","650"
"10078","4078501","山梨県","韮崎市","水神","1丁目3-1"
"10079","4078502","山梨県","韮崎市","富士見ケ丘","2-1-11"
"10080","4078511","山梨県","韮崎市","藤井町北下條","2381-1"
"10081","4078549","山梨県","韮崎市","上ノ山","3180"
"10082","4078555","山梨県","韮崎市","大草町下條西割","1200"
"10083","4080188","山梨県","北杜市","須玉町大豆生田","961番地1"
"10084","4080192","山梨県","北杜市","須玉町若神子","2155"
"10085","4088511","山梨県","北杜市","高根町村山北割","3261番地"
"10086","4088515","山梨県","北杜市","長坂町長坂上条","2040"
"10087","4088522","山梨県","北杜市","小淵沢町","2961"
"10088","4088533","山梨県","北杜市","小淵沢町上笹尾","3181"
"10089","4088550","山梨県","北杜市","長坂町中丸","3280"
"10090","4088555","山梨県","北杜市","小淵沢町","835"
"10091","4088585","山梨県","北杜市","長坂町長坂上条","2575-19"
"10092","4090192","山梨県","上野原市","上野原","3832"
"10093","4090193","山梨県","上野原市","八ツ沢","2525"
"10094","4090195","山梨県","上野原市","上野原","3200"
"10095","4090198","山梨県","上野原市","上野原","8154-19"
"10096","4091298","山梨県","甲州市","大和町初鹿野","1693-1"
"10097","4091392","山梨県","甲州市","勝沼町勝沼","756-1"
"10098","4092192","山梨県","南巨摩郡南部町","福士","28505-2"
"10099","4092193","山梨県","南巨摩郡南部町","福士","2705-3"
"10100","4092194","山梨県","南巨摩郡南部町","万沢","7483"
"10101","4092195","山梨県","南巨摩郡南部町","万沢","7079-1"
"10102","4092196","山梨県","南巨摩郡南部町","福士","28505-4"
"10103","4092398","山梨県","南巨摩郡南部町","内船","4473-1"
"10104","4092592","山梨県","南巨摩郡身延町","梅平","2483-36"
"10105","4092593","山梨県","南巨摩郡身延町","身延","3567"
"10106","4092597","山梨県","南巨摩郡身延町","身延","3567"
"10107","4092598","山梨県","南巨摩郡身延町","下山","279"
"10108","4092992","山梨県","南巨摩郡身延町","常葉","1025"
"10109","4093293","山梨県","西八代郡市川三郷町","岩間","2147"
"10110","4093392","山梨県","南巨摩郡身延町","切石","350"
"10111","4093393","山梨県","南巨摩郡身延町","西嶋","3525"
"10112","4093692","山梨県","西八代郡市川三郷町","市川大門","2603"
"10113","4093792","山梨県","甲府市","古関町","1158"
"10114","4093793","山梨県","笛吹市","芦川町中芦川","585"
"10115","4093880","山梨県","中巨摩郡昭和町","押越","542-2"
"10116","4093883","山梨県","中巨摩郡昭和町","紙漉阿原","1000番地"
"10117","4093885","山梨県","中央市","山之神","流通団地1-1-1"
"10118","4093888","山梨県","中央市","山之神","流通団地1-7-1(田富郵便局私書箱第7号)"
"10119","4093889","山梨県","中央市","西花輪","2680"
"10120","4093892","山梨県","中央市","臼井阿原","301番地1"
"10121","4093893","山梨県","中央市","成島","2266番地"
"10122","4093894","山梨県","中央市","中楯","825"
"10123","4093895","山梨県","中巨摩郡昭和町","紙漉阿原","1375"
"10124","4093896","山梨県","中央市","一町畑","217"
"10125","4093897","山梨県","中巨摩郡昭和町","西条","3600"
"10126","4093898","山梨県","中央市","下河東","1110"
"10127","4100192","静岡県","沼津市","獅子浜","49-1"
"10128","4100195","静岡県","沼津市","口野","50-11"
"10129","4100395","静岡県","沼津市","西野","317"
"10130","4100396","静岡県","沼津市","宮本","140"
"10131","4100398","静岡県","沼津市","大塚","15"
"10132","4101192","静岡県","裾野市","佐野","1059(裾野郵便局私書箱第15号)"
"10133","4101193","静岡県","裾野市","御宿","1200"
"10134","4101194","静岡県","裾野市","御宿","1500"
"10135","4101195","静岡県","裾野市","御宿","1200番地"
"10136","4101196","静岡県","裾野市","深良","4202"
"10137","4101197","静岡県","裾野市","平松","620番地の1"
"10138","4101198","静岡県","裾野市","御宿","1501"
"10139","4101392","静岡県","駿東郡小山町","菅沼","1500"
"10140","4101393","静岡県","駿東郡小山町","竹之下","36-1"
"10141","4101394","静岡県","駿東郡小山町","小山","47番地"
"10142","4101395","静岡県","駿東郡小山町","藤曲","57-2"
"10143","4101396","静岡県","駿東郡小山町","棚頭","305"
"10144","4102192","静岡県","伊豆の国市","四日町","210番地の3"
"10145","4102193","静岡県","伊豆の国市","原木","511番地"
"10146","4102194","静岡県","伊豆の国市","南條","800"
"10147","4102195","静岡県","伊豆の国市","中條","234"
"10148","4102292","静岡県","伊豆の国市","長岡","340-1"
"10149","4102295","静岡県","伊豆の国市","長岡","1129"
"10150","4102297","静岡県","伊豆の国市","墹之上","270-1"
"10151","4102392","静岡県","伊豆の国市","大仁","570"
"10152","4102393","静岡県","伊豆の国市","立花","3丁目162"
"10153","4102394","静岡県","伊豆の国市","長者原","1445-481"
"10154","4102395","静岡県","伊豆の国市","大仁","334"
"10155","4102396","静岡県","伊豆の国市","田京","299-6"
"10156","4102592","静岡県","伊豆市","八幡","500-1"
"10157","4103292","静岡県","伊豆市","市山","550"
"10158","4103693","静岡県","賀茂郡松崎町","櫻田","188(松崎郵便局私書箱第6号)"
"10159","4103696","静岡県","賀茂郡松崎町","宮内","301-1"
"10160","4108501","静岡県","沼津市","大岡","3600"
"10161","4108504","静岡県","沼津市","双葉町","9-1"
"10162","4108508","静岡県","沼津市","平町","19-11"
"10163","4108510","静岡県","沼津市","大岡","2068-3"
"10164","4108511","静岡県","沼津市","大岡","2771"
"10165","4108514","静岡県","沼津市","大岡","877-6"
"10166","4108515","静岡県","沼津市","大岡","2771"
"10167","4108520","静岡県","沼津市","高島本町","1-3"
"10168","4108522","静岡県","沼津市","高島本町","1-3"
"10169","4108525","静岡県","沼津市","平町","6-2"
"10170","4108530","静岡県","沼津市","岡宮","寺林1259"
"10171","4108531","静岡県","沼津市","三枚橋町","6-10"
"10172","4108533","静岡県","沼津市","三枚橋町","9-1"
"10173","4108535","静岡県","沼津市","大岡","35"
"10174","4108540","静岡県","沼津市","双葉町","9-11-5"
"10175","4108541","静岡県","沼津市","東椎路","字東荒301番地3"
"10176","4108543","静岡県","沼津市","高島本町","1-3"
"10177","4108544","静岡県","沼津市","三芳町","2-1"
"10178","4108545","静岡県","沼津市","寿町","8番28号メディアプラザ2F"
"10179","4108550","静岡県","沼津市","御幸町","21-1"
"10180","4108551","静岡県","沼津市","千本港町","2"
"10181","4108552","静岡県","沼津市","春日町","75-2"
"10182","4108555","静岡県","沼津市","本","字松下七反田902-6"
"10183","4108558","静岡県","沼津市","大手町","2丁目1-17"
"10184","4108567","静岡県","沼津市","下香貫","外原3244-2"
"10185","4108570","静岡県","沼津市","大手町","3丁目1番1号"
"10186","4108575","静岡県","沼津市","中瀬町","24番1号"
"10187","4108580","静岡県","沼津市","本","字下一丁田895-1"
"10188","4108585","静岡県","沼津市","市場町","5番7号"
"10189","4108588","静岡県","沼津市","東間門","字上中溝515"
"10190","4108601","静岡県","沼津市","御幸町","16-1(沼津郵便局私書箱第85号)"
"10191","4108602","静岡県","沼津市","大手町","2丁目10番17号(沼津郵便局私書箱第91号)"
"10192","4108610","静岡県","沼津市","大手町","5丁目6-16(沼津郵便局私書箱第51号)"
"10193","4108654","静岡県","沼津市","御幸町","17-5(沼津郵便局私書箱第90号)"
"10194","4108655","静岡県","沼津市","日の出町","1-40(沼津郵便局私書箱第7号)"
"10195","4108686","静岡県","沼津市","米山町","3-30(沼津郵便局私書箱第17号)"
"10196","4108689","静岡県","沼津市","通横町","23(沼津郵便局私書箱第27号)"
"10197","4108710","静岡県","沼津市","大手町","4丁目76(沼津郵便局私書箱第40号)"
"10198","4108739","静岡県","駿東郡長泉町","下土狩","105番地の17(沼津郵便局私書箱第25号)"
"10199","4118502","静岡県","三島市","文教町","1丁目3-93"
"10200","4118510","静岡県","三島市","松本","131"
"10201","4118511","静岡県","三島市","松本","66"
"10202","4118520","静岡県","三島市","南町","6-78"
"10203","4118525","静岡県","三島市","松本","181"
"10204","4118533","静岡県","三島市","大場","300"
"10205","4118540","静岡県","三島市","谷田","1111"
"10206","4118541","静岡県","三島市","谷田","字雪沢173-2"
"10207","4118551","静岡県","三島市","文教町","1丁目4-33"
"10208","4118555","静岡県","三島市","文教町","2丁目31-145"
"10209","4118560","静岡県","三島市","三好町","3-27"
"10210","4118577","静岡県","三島市","八反畑","117-1"
"10211","4118588","静岡県","三島市","文教町","1-9-18"
"10212","4118610","静岡県","駿東郡清水町","長沢","131-2"
"10213","4118611","静岡県","駿東郡清水町","長沢","762-1"
"10214","4118620","静岡県","駿東郡清水町","卸団地","281"
"10215","4118623","静岡県","駿東郡清水町","卸団地","67"
"10216","4118630","静岡県","駿東郡清水町","伏見","字向田351"
"10217","4118641","静岡県","駿東郡清水町","久米田","140-19"
"10218","4118644","静岡県","三島市","一番町","2-29"
"10219","4118648","静岡県","三島市","安久","43-2"
"10220","4118650","静岡県","駿東郡清水町","堂庭","210-1(三島郵便局私書箱第7号)"
"10221","4118651","静岡県","駿東郡長泉町","下土狩","96-3(三島郵便局私書箱第51号)"
"10222","4118652","静岡県","三島市","","4845(三島郵便局私書箱第37号)"
"10223","4118660","静岡県","三島市","寿町","9-44(三島郵便局私書箱第36号)"
"10224","4118666","静岡県","三島市","北田町","4-47(三島郵便局私書箱第39号)"
"10225","4118668","静岡県","駿東郡長泉町","中土狩","828(三島郵便局私書箱第54号)"
"10226","4118689","静岡県","駿東郡長泉町","","スルガ平500"
"10227","4118720","静岡県","駿東郡長泉町","上土狩","234"
"10228","4118722","静岡県","駿東郡長泉町","上土狩","695"
"10229","4118725","静岡県","駿東郡長泉町","上土狩","字奥原716"
"10230","4118730","静岡県","駿東郡長泉町","下土狩","840"
"10231","4118731","静岡県","駿東郡長泉町","下土狩","1188"
"10232","4118740","静岡県","駿東郡長泉町","竹原","383-9"
"10233","4118750","静岡県","駿東郡長泉町","本宿","501"
"10234","4118777","静岡県","駿東郡長泉町","下長窪","1007"
"10235","4118787","静岡県","三島市","大宮町","3-7-33"
"10236","4128501","静岡県","御殿場市","駒門","1丁目150"
"10237","4128505","静岡県","御殿場市","保土沢","985"
"10238","4128511","静岡県","御殿場市","駒門","1丁目140"
"10239","4128512","静岡県","御殿場市","神山","1915"
"10240","4128513","静岡県","御殿場市","駒門","1丁目135"
"10241","4128524","静岡県","御殿場市","神場","字上ノ原722"
"10242","4128550","静岡県","御殿場市","中畑","2092-2"
"10243","4128585","静岡県","御殿場市","駒門","5-1"
"10244","4128601","静岡県","御殿場市","萩原","483(御殿場郵便局私書箱第20号)"
"10245","4128605","静岡県","御殿場市","茱萸沢","5(御殿場郵便局私書箱第1号)"
"10246","4128609","静岡県","御殿場市","新橋","2020(御殿場郵便局私書箱第6号)"
"10247","4128630","静岡県","御殿場市","上小林","95"
"10248","4128634","静岡県","御殿場市","板妻","40-1"
"10249","4128701","静岡県","御殿場市","深沢","1312"
"10250","4130196","静岡県","熱海市","網代","400-1"
"10251","4130292","静岡県","伊東市","八幡野","1151"
"10252","4130293","静岡県","伊東市","八幡野","1027"
"10253","4130298","静岡県","伊東市","八幡野","1151番地"
"10254","4130492","静岡県","賀茂郡東伊豆町","稲取","1624-1"
"10255","4130493","静岡県","賀茂郡東伊豆町","稲取","2185-1"
"10256","4138502","静岡県","熱海市","上宿町","14番15号"
"10257","4138505","静岡県","熱海市","春日町","13-14"
"10258","4138510","静岡県","熱海市","泉","山下27-1"
"10259","4138511","静岡県","熱海市","桃山町","26-2"
"10260","4138530","静岡県","熱海市","泉","17-2"
"10261","4138550","静岡県","熱海市","中央町","1-1"
"10262","4138555","静岡県","熱海市","熱海","釜ケ根1993-250"
"10263","4138558","静岡県","熱海市","田原本町","9-1"
"10264","4138560","静岡県","熱海市","福道町","7-30"
"10265","4138566","静岡県","熱海市","西熱海町","1丁目24-1"
"10266","4138567","静岡県","熱海市","東海岸町","13-1"
"10267","4138585","静岡県","熱海市","桃山町","26-1"
"10268","4138589","静岡県","熱海市","伊豆山","837"
"10269","4138611","静岡県","熱海市","和田浜南町","3-9"
"10270","4138618","静岡県","熱海市","紅葉ガ丘町","17-14"
"10271","4138626","静岡県","熱海市","和田浜南町","10-1"
"10272","4138678","静岡県","熱海市","東海岸町","12-40(熱海郵便局私書箱第42号)"
"10273","4148511","静岡県","伊東市","渚町","2番28号"
"10274","4148550","静岡県","伊東市","馬場町","1丁目11-6"
"10275","4148555","静岡県","伊東市","大原","2丁目1-1"
"10276","4150192","静岡県","賀茂郡南伊豆町","湊","888"
"10277","4150193","静岡県","賀茂郡南伊豆町","湊","674"
"10278","4150194","静岡県","賀茂郡南伊豆町","青市","1031-1"
"10279","4150392","静岡県","賀茂郡南伊豆町","下賀茂","328-2"
"10280","4158501","静岡県","下田市","東本郷","1丁目5-18"
"10281","4158502","静岡県","下田市","三丁目","22-31"
"10282","4158505","静岡県","下田市","外ケ岡","1番地の1"
"10283","4158506","静岡県","下田市","","1-4-28"
"10284","4158507","静岡県","下田市","東本郷","1丁目19-17"
"10285","4158508","静岡県","下田市","二丁目","1-14"
"10286","4158509","静岡県","下田市","四丁目","5-26"
"10287","4158510","静岡県","下田市","五丁目","12-1"
"10288","4158511","静岡県","下田市","吉佐美","2048"
"10289","4158512","静岡県","下田市","白浜","2732-7"
"10290","4158513","静岡県","下田市","中","467"
"10291","4158514","静岡県","下田市","柿崎","3-8"
"10292","4158515","静岡県","下田市","六丁目","3-26"
"10293","4158516","静岡県","下田市","中","541-1"
"10294","4158517","静岡県","下田市","東本郷","1丁目16-8"
"10295","4158518","静岡県","下田市","東本郷","1丁目12-8"
"10296","4158520","静岡県","下田市","四丁目","7-34"
"10297","4158521","静岡県","下田市","西本郷","1丁目5-2"
"10298","4158522","静岡県","下田市","一丁目","12-3"
"10299","4158523","静岡県","下田市","中","537-1"
"10300","4158524","静岡県","下田市","西本郷","2丁目5-33"
"10301","4158525","静岡県","下田市","白浜","1547-1"
"10302","4158526","静岡県","下田市","六丁目","4-1"
"10303","4158527","静岡県","下田市","蓮台寺","152"
"10304","4158528","静岡県","下田市","東中","7-8"
"10305","4158530","静岡県","下田市","東本郷","1丁目6-23"
"10306","4158602","静岡県","下田市","一丁目","19-1(下田郵便局私書箱第1号)"
"10307","4158603","静岡県","下田市","二丁目","12-17(下田郵便局私書箱第16号)"
"10308","4158611","静岡県","下田市","中","411-1(下田郵便局私書箱第8号)"
"10309","4168501","静岡県","富士市","鮫島","2-1"
"10310","4168521","静岡県","富士市","蓼原","336番地"
"10311","4168530","静岡県","富士市","蓼原","600"
"10312","4168533","静岡県","富士市","宮島","973"
"10313","4168540","静岡県","富士市","上横割","258-7"
"10314","4168544","静岡県","富士市","本市場","441-1"
"10315","4168555","静岡県","富士市","平垣町","1番1号"
"10316","4168558","静岡県","富士市","本市場","432-1"
"10317","4168577","静岡県","富士市","前田","721-1"
"10318","4168650","静岡県","富士市","本市場","297-1(富士郵便局私書箱第13号)"
"10319","4168654","静岡県","富士市","横割","3丁目5-33(富士郵便局私書箱第19号)"
"10320","4168655","静岡県","富士市","前田","90(富士郵便局私書箱第11号)"
"10321","4168656","静岡県","富士市","平垣","300(富士郵便局私書箱第7号)"
"10322","4168659","静岡県","富士市","水戸島元町","4-10(富士郵便局私書箱第29号)"
"10323","4168660","静岡県","富士市","上横割","10(富士郵便局私書箱第35号)"
"10324","4168686","静岡県","富士市","本市場","441番地の1"
"10325","4178501","静岡県","富士市","今泉","441-1"
"10326","4178503","静岡県","富士市","比奈","760-1"
"10327","4178505","静岡県","富士市","西柏原新田","201"
"10328","4178506","静岡県","富士市","八代町","4-30"
"10329","4178507","静岡県","富士市","島田町","2丁目198"
"10330","4178508","静岡県","富士市","大淵","2373"
"10331","4178510","静岡県","富士市","中里","2608-50"
"10332","4178511","静岡県","富士市","中央町","2丁目7-1"
"10333","4178512","静岡県","富士市","伝法","902"
"10334","4178519","静岡県","富士市","中央町","1丁目3-12"
"10335","4178520","静岡県","富士市","比奈","798"
"10336","4178522","静岡県","富士市","青島町","218"
"10337","4178529","静岡県","富士市","伝法","560"
"10338","4178530","静岡県","富士市","田島","30"
"10339","4178531","静岡県","富士市","大淵","2466-1"
"10340","4178533","静岡県","富士市","大野新田","32"
"10341","4178535","静岡県","富士市","伝法","1180-1"
"10342","4178538","静岡県","富士市","永田","67-14"
"10343","4178540","静岡県","富士市","永田町","1丁目150"
"10344","4178543","静岡県","富士市","神谷","954-1"
"10345","4178545","静岡県","富士市","今泉","2160"
"10346","4178550","静岡県","富士市","大淵","2590-1"
"10347","4178555","静岡県","富士市","原田","451-1"
"10348","4178560","静岡県","富士市","新橋町","7-1"
"10349","4178565","静岡県","富士市","鈴川本町","9-1"
"10350","4178566","静岡県","富士市","八代町","3番55号"
"10351","4178567","静岡県","富士市","高島町","50"
"10352","4178570","静岡県","富士市","依田橋","61-1"
"10353","4178571","静岡県","富士市","今泉","2921"
"10354","4178575","静岡県","富士市","大淵","2429-3"
"10355","4178577","静岡県","富士市","今泉","2丁目2-9"
"10356","4178580","静岡県","富士市","大淵","2410-1"
"10357","4178585","静岡県","富士市","今泉","字鴨田700番地の1"
"10358","4178588","静岡県","富士市","中河原","88"
"10359","4178601","静岡県","富士市","永田町","1丁目100"
"10360","4178609","静岡県","富士市","南町","1-4"
"10361","4178610","静岡県","富士市","今井","4丁目1-1(吉原郵便局私書箱第20号)"
"10362","4178632","静岡県","富士市","瓜島町","82(吉原郵便局私書箱第32号)"
"10363","4178650","静岡県","富士市","大野新田","332-1(吉原郵便局私書箱第36号)"
"10364","4178686","静岡県","富士市","青島町","212(吉原郵便局私書箱第5号)"
"10365","4180192","静岡県","富士宮市","北山","7181"
"10366","4188601","静岡県","富士宮市","弓沢町","150(富士宮郵便局私書箱第30号)"
"10367","4188666","静岡県","富士宮市","大中里","200(富士宮郵便局私書箱第11号)"
"10368","4188686","静岡県","富士宮市","元城町","31-15(富士宮郵便局私書箱第9号)"
"10369","4190192","静岡県","田方郡函南町","平井","717番地の13"
"10370","4190193","静岡県","田方郡函南町","平井","750番地"
"10371","4190293","静岡県","富士市","久沢","37"
"10372","4190295","静岡県","富士市","天間","686-1"
"10373","4190392","静岡県","富士宮市","長貫","1131-6"
"10374","4208501","静岡県","静岡市葵区","紺屋町","3-10"
"10375","4208502","静岡県","静岡市葵区","城北","2丁目29-1"
"10376","4208503","静岡県","静岡市葵区","伝馬町","9-1河村ビル3階"
"10377","4208505","静岡県","静岡市葵区","伝馬町","24-4"
"10378","4208507","静岡県","静岡市葵区","宮前町","52-1"
"10379","4208508","静岡県","静岡市葵区","鷹匠","1丁目1-1"
"10380","4208509","静岡県","静岡市葵区","追手町","2-12"
"10381","4208510","静岡県","静岡市葵区","鷹匠","1丁目1-1"
"10382","4208511","静岡県","静岡市葵区","宮前町","101"
"10383","4208512","静岡県","静岡市葵区","呉服町","1-1-2静岡呉服町スクエア12階"
"10384","4208515","静岡県","静岡市葵区","御幸町","5-9"
"10385","4208517","静岡県","静岡市葵区","呉服町","一丁目7番地"
"10386","4208520","静岡県","静岡市葵区","日出町","10-15"
"10387","4208521","静岡県","静岡市葵区","常磐町","2丁目13-1"
"10388","4208522","静岡県","静岡市葵区","瀬名川","2丁目39番37号"
"10389","4208523","静岡県","静岡市葵区","流通センター","12-3"
"10390","4208525","静岡県","静岡市葵区","柚木","191"
"10391","4208527","静岡県","静岡市葵区","北安東","4丁目27-1"
"10392","4208528","静岡県","静岡市葵区","伝馬町","8-6"
"10393","4208530","静岡県","静岡市葵区","常磐町","1丁目7-5"
"10394","4208536","静岡県","静岡市葵区","南沼上","974-15"
"10395","4208537","静岡県","静岡市葵区","宮前町","110-11"
"10396","4208538","静岡県","静岡市葵区","相生町","12番18号"
"10397","4208550","静岡県","静岡市葵区","伝馬町","11番地5"
"10398","4208555","静岡県","静岡市葵区","末広町","95番地"
"10399","4208557","静岡県","静岡市葵区","宮前町","24"
"10400","4208558","静岡県","静岡市葵区","春日","2丁目4-34"
"10401","4208560","静岡県","静岡市葵区","御幸町","10-2"
"10402","4208567","静岡県","静岡市葵区","東町","15"
"10403","4208570","静岡県","静岡市葵区","神明町","96-1"
"10404","4208580","静岡県","静岡市葵区","沓谷","5丁目10-5"
"10405","4208581","静岡県","静岡市葵区","長沼","611番地"
"10406","4208585","静岡県","静岡市葵区","紺屋町","17-1"
"10407","4208588","静岡県","静岡市葵区","水落町","1-30"
"10408","4208601","静岡県","静岡市葵区","追手町","9-6"
"10409","4208602","静岡県","静岡市葵区","追手町","5-1"
"10410","4208603","静岡県","静岡市葵区","東草深町","3番27号"
"10411","4208604","静岡県","静岡市葵区","城内町","1-20"
"10412","4208606","静岡県","静岡市葵区","追手町","10-88"
"10413","4208608","静岡県","静岡市葵区","長谷町","66"
"10414","4208610","静岡県","静岡市葵区","追手町","9-6"
"10415","4208611","静岡県","静岡市葵区","追手町","9-45"
"10416","4208612","静岡県","静岡市葵区","追手町","2-12"
"10417","4208616","静岡県","静岡市葵区","追手町","1-6"
"10418","4208618","静岡県","静岡市葵区","東草深町","7-18"
"10419","4208620","静岡県","静岡市葵区","追手町","6-1"
"10420","4208622","静岡県","静岡市葵区","追手町","9-50"
"10421","4208623","静岡県","静岡市葵区","北番町","23"
"10422","4208624","静岡県","静岡市葵区","茶町","2丁目1"
"10423","4208628","静岡県","静岡市葵区","追手町","10-71"
"10424","4208630","静岡県","静岡市葵区","追手町","10-93"
"10425","4208633","静岡県","静岡市葵区","追手町","10-80"
"10426","4208636","静岡県","静岡市葵区","追手町","9-50"
"10427","4208637","静岡県","静岡市葵区","北安東","4丁目27-2"
"10428","4208639","静岡県","静岡市葵区","追手町","9-50"
"10429","4208641","静岡県","静岡市葵区","呉服町","1丁目2"
"10430","4208644","静岡県","静岡市葵区","追手町","9-18"
"10431","4208650","静岡県","静岡市葵区","追手町","9-50"
"10432","4208655","静岡県","静岡市葵区","若松町","41-1"
"10433","4208660","静岡県","静岡市葵区","漆山","860"
"10434","4208666","静岡県","静岡市葵区","追手町","9-18"
"10435","4208670","静岡県","静岡市葵区","駿府町","1-70"
"10436","4208677","静岡県","静岡市葵区","研屋町","51"
"10437","4208680","静岡県","静岡市葵区","追手町","9-22"
"10438","4208681","静岡県","静岡市葵区","長沼","500-12"
"10439","4208685","静岡県","静岡市葵区","城東町","5-1"
"10440","4208688","静岡県","静岡市葵区","漆山","886"
"10441","4208703","静岡県","静岡市葵区","黒金町","5-1(静岡中央郵便局私書箱第249号)"
"10442","4208704","静岡県","静岡市葵区","紺屋町","三番地の十(静岡中央郵便局私書箱第25号)"
"10443","4208706","静岡県","静岡市葵区","両替町","2丁目6番5号"
"10444","4208709","静岡県","静岡市葵区","長沼","971-1(静岡中央郵便局私書箱第9号)"
"10445","4208710","静岡県","静岡市葵区","追手町","5-4(静岡中央郵便局私書箱第142号)"
"10446","4208712","静岡県","静岡市葵区","柚木","570(静岡中央郵便局私書箱第39号)"
"10447","4208720","静岡県","静岡市葵区","金座町","26の1(静岡中央郵便局私書箱第8号)"
